Pos.,Giocatore,Nazione,Ruolo,Squadra,Competizione,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
1829,Andreas Pereira,BRA,Cen,Fulham,Premier League,29-025,1996,19,16,1.246,13.8,2,1,3,2,0,1,6,0,3.0,2.2,2.2,4.5,13,73,25,8,15,15,1
1830,Mathias Pereira Lage,POR,Att.Cen,Brest,Ligue 1,28-057,1996,15,6,539,6.0,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,8,11,10,5,13,11,1
1831,Pedro Pereira,POR,Dif,Monza,Serie A,27-004,1998,19,16,1.270,14.1,1,3,4,1,0,0,5,0,1.1,1.1,1.1,2.2,29,24,10,6,24,3,0
1832,Ricardo Pereira,POR,Dif,Leicester City,Premier League,31-112,1993,2,2,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0,1,3,0
1833,Gastón Pereiro,URU,Cen,Genoa,Serie A,29-229,1995,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,1,0
1834,Daniel Peretz,ISR,Por,Bayern Munich,Bundesliga,24-200,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,0
1835,Ayoze Pérez,ESP,Att,Villarreal,La Liga,31-181,1993,14,7,772,8.6,8,0,8,8,0,0,3,0,4.1,4.1,1.1,5.1,31,30,29,9,11,24,3
1836,Carles Pérez,ESP,Cen.Att,Getafe,La Liga,26-345,1998,17,13,1.103,12.3,0,0,0,0,0,0,1,0,1.5,1.5,1.3,2.8,23,16,26,5,27,6,0
1837,Francisco Perez,ESP,Att.Cen,Valencia,La Liga,22-139,2002,8,3,226,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,8,6,3,0,2,6,0
1838,Kike Pérez,ESP,Cen,Valladolid,La Liga,27-347,1997,19,14,1.191,13.2,2,0,2,2,0,0,6,0,2.1,2.1,1.0,3.1,19,67,20,4,32,21,1
1839,Luis Pérez,ESP,Dif,Valladolid,La Liga,29-357,1995,20,20,1.760,19.6,0,0,0,0,0,0,2,0,0.1,0.1,1.6,1.7,25,60,3,1,11,17,3
1840,Nehuén Pérez,ARG,Dif,Udinese,Serie A,24-216,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0,3,2,0
1841,Simone Perilli,ITA,Por,Hellas Verona,Serie A,30-019,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1842,Mattia Perin,ITA,Por,Juventus,Serie A,32-077,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1843,Romain Perraud,FRA,Dif,Betis,La Liga,27-126,1997,18,14,1.282,14.2,0,0,0,0,0,0,4,1,0.3,0.3,0.7,1.0,36,39,11,2,21,26,5
1844,Lucas Perri,BRA,Por,Lyon,Ligue 1,27-047,1997,18,18,1.620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,0
1845,Gaëtan Perrin,FRA,Cen.Att,Auxerre,Ligue 1,28-233,1996,19,16,1.359,15.1,5,4,9,5,0,0,1,0,3.1,3.1,4.3,7.4,29,59,30,14,9,6,2
1846,Máximo Perrone,ARG,Cen,Como,Serie A,22-019,2003,11,8,755,8.4,0,1,1,0,0,0,1,0,0.7,0.7,0.7,1.3,8,48,5,0,13,4,0
1847,Matteo Pessina,ITA,Cen,Monza,Serie A,27-280,1997,11,10,854,9.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,8,28,3,0,5,13,0
1848,Andrea Petagna,ITA,Att,Monza,Serie A,29-210,1995,5,2,182,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,4,0,4,4,2
1849,Léo Pétrot,FRA,Dif,Saint-Étienne,Ligue 1,27-286,1997,16,14,1.306,14.5,0,1,1,0,0,0,3,0,0.2,0.2,0.4,0.6,11,33,3,1,13,15,1
1850,Đorđe Petrović,SRB,Por,Strasbourg,Ligue 1,25-110,1999,16,16,1.440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0,0,2,0
1851,Giuseppe Pezzella,ITA,Dif.Att,Empoli,Serie A,27-058,1997,21,20,1.618,18.0,0,2,2,0,0,0,5,0,0.3,0.3,1.8,2.1,49,44,9,2,29,26,3
1852,Maximilian Philipp,GER,Cen.Att,Freiburg,Bundesliga,30-331,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1853,Kalvin Phillips,ENG,Cen,Ipswich Town,Premier League,29-055,1995,13,10,861,9.6,0,0,0,0,0,0,3,1,0.3,0.3,0.1,0.4,4,36,7,1,21,17,0
1854,Jaden Philogene Bidace,ENG,Att.Cen,Aston Villa,Premier League,22-353,2002,11,2,332,3.7,0,0,0,0,0,0,4,1,0.5,0.5,0.3,0.8,7,4,7,0,12,8,1
1855,Jaden Philogene Bidace,ENG,Att.Cen,Ipswich Town,Premier League,22-353,2002,2,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,7,0,12,8,1
1856,Pica,ESP,Dif,Alavés,La Liga,23-025,2002,7,5,483,5.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,3,15,4,1,6,3,0
1857,Roberto Piccoli,ITA,Att,Cagliari,Serie A,23-365,2001,22,22,1.817,20.2,5,0,5,4,1,1,3,0,7.5,6.7,0.5,7.2,15,24,57,15,31,32,16
1858,Benedikt Pichler,AUT,Att,Holstein Kiel,Bundesliga,27-190,1997,16,7,743,8.3,1,2,3,1,0,0,1,0,2.2,2.2,1.1,3.3,16,18,18,8,13,16,12
1859,Jordan Pickford,ENG,Por,Everton,Premier League,30-325,1994,22,22,1.980,22.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0,0,0,0,0,4,0
1860,Amos Pieper,GER,Dif,Werder Bremen,Bundesliga,27-009,1998,8,3,319,3.5,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,1,8,1,0,1,2,0
1861,Marvin Pieringer,GER,Att.Cen,Heidenheim,Bundesliga,25-114,1999,16,14,1.124,12.5,4,2,6,3,1,1,5,0,4.7,3.9,2.2,6.1,10,39,31,10,29,24,9
1862,Nicholas Pierini,ITA,Cen,Venezia,Serie A,26-173,1998,2,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,1,0,1,2,0
1863,Santiago Pierotti,ARG,Att,Lecce,Serie A,23-298,2001,20,8,917,10.2,2,2,4,2,0,0,3,0,1.7,1.7,1.1,2.9,25,17,16,3,28,6,6
1864,Balthazar Pierret,FRA,Cen,Lecce,Serie A,24-256,2000,16,11,856,9.5,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,8,42,3,0,16,12,0
1865,Andrea Pinamonti,ITA,Att,Genoa,Serie A,25-252,1999,20,19,1.639,18.2,6,1,7,6,0,0,3,0,4.8,4.8,1.2,5.9,10,19,53,17,10,23,8
1866,Ethan Pinnock,JAM,Dif,Brentford,Premier League,31-242,1993,16,16,1.440,16.0,2,0,2,2,0,0,2,0,0.9,0.9,1.2,2.0,2,33,9,6,5,3,0
1867,Yeremi Pino,ESP,Cen,Villarreal,La Liga,22-098,2002,18,12,956,10.6,1,3,4,1,0,0,6,0,2.2,2.2,3.3,5.5,23,31,16,3,22,16,5
1868,Niccolò Pisilli,ITA,Cen,Roma,Serie A,20-125,2004,16,8,779,8.7,2,1,3,2,0,0,5,0,1.5,1.5,0.6,2.1,15,41,17,7,12,8,1
1869,Semuel Pizzignacco,ITA,Por,Monza,Serie A,23-147,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1870,Alassane Pléa,FRA,Cen.Att,Gladbach,Bundesliga,31-322,1993,18,16,1.198,13.3,6,2,8,6,0,0,1,0,4.1,4.1,2.0,6.1,34,74,24,7,11,22,6
1871,Tommaso Pobega,ITA,Cen,Bologna,Serie A,25-195,1999,9,7,570,6.3,2,0,2,2,0,0,5,2,1.5,1.3,0.1,1.4,6,15,14,6,18,6,0
1872,Daniel Podence,POR,Cen.Att,Wolves,Premier League,29-097,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0,0,2,0
1873,Joel Pohjanpalo,FIN,Att,Venezia,Serie A,30-135,1994,19,18,1.517,16.9,6,0,6,3,3,4,0,0,7.3,4.2,1.7,5.8,8,27,32,13,11,15,10
1874,Matteo Politano,ITA,Att.Cen,Napoli,Serie A,31-176,1993,21,19,1.552,17.2,2,1,3,2,0,0,1,0,1.7,1.7,2.8,4.5,66,83,29,5,8,21,4
1875,Alfie Pond,ENG,Dif,Wolves,Premier League,20-331,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1876,Marin Pongračić,CRO,Dif,Fiorentina,Serie A,27-137,1997,3,1,102,1.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,2,0,0,4,0,0
1877,Nick Pope,ENG,Por,Newcastle Utd,Premier League,32-282,1992,15,15,1.350,15.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1878,Finn Porath,GER,Dif,Holstein Kiel,Bundesliga,27-338,1997,19,15,1.400,15.6,0,2,2,0,0,0,3,0,0.8,0.7,1.7,2.5,35,44,18,6,22,29,0
1879,Pedro Porro,ESP,Dif,Tottenham,Premier League,25-135,1999,22,19,1.808,20.1,2,4,6,2,0,0,2,0,1.3,1.3,2.2,3.5,47,111,29,6,13,20,1
1880,Portu,ESP,Att.Cen,Girona,La Liga,32-250,1992,11,1,224,2.5,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.5,3,5,1,0,4,5,4
1881,Stefan Posch,AUT,Dif,Bologna,Serie A,27-257,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,2,0,16,17,1
1882,Tom Pouilly,FRA,Dif,Lens,Ligue 1,21-222,2003,2,0,46,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0,2,0,0
1883,Yussuf Poulsen,DEN,Att.Cen,RB Leipzig,Bundesliga,30-225,1994,11,2,233,2.6,0,0,0,0,0,0,0,0,1.5,1.5,0.1,1.6,2,6,5,1,2,10,0
1884,Beñat Prados,ESP,Cen,Athletic Club,La Liga,23-353,2001,16,11,888,9.9,1,0,1,1,0,0,6,0,0.7,0.7,0.2,0.9,10,36,10,5,19,10,0
1885,Alexander Prass,AUT,Dif,Hoffenheim,Bundesliga,23-245,2001,17,16,1.324,14.7,0,1,1,0,0,0,1,0,0.8,0.8,2.8,3.5,26,58,10,0,16,19,0
1886,Matteo Prati,ITA,Cen,Cagliari,Serie A,21-029,2003,5,4,235,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,10,0,0,5,4,0
1887,Abdón Prats,ESP,Att.Cen,Mallorca,La Liga,32-050,1992,14,1,218,2.4,2,0,2,1,1,1,4,0,1.9,1.1,0.0,1.1,0,5,10,3,4,8,1
1888,Grischa Prömel,GER,Cen,Hoffenheim,Bundesliga,30-017,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0,0,3,0
1889,Ivan Provedel,ITA,Por,Lazio,Serie A,30-315,1994,21,21,1.890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0,0,4,0
1890,Ivan Prtajin,CRO,Att,Union Berlin,Bundesliga,28-257,1996,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
1891,Javi Puado,ESP,Att.Cen,Espanyol,La Liga,26-246,1998,19,19,1.634,18.2,7,1,8,6,1,1,4,0,5.5,4.7,0.9,5.6,35,39,36,10,11,15,3
1892,Tymoteusz Puchacz,POL,Dif,Holstein Kiel,Bundesliga,26-003,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,13,8,4,1,2,7,1
1893,Diego Pugno,ITA,Att,Juventus,Serie A,18-203,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0,0,0,0
1894,Christian Pulisic,USA,Att.Cen,Milan,Serie A,26-130,1998,16,14,1.116,12.4,5,4,9,4,1,1,0,0,5.3,4.5,3.1,7.5,52,53,28,13,8,16,0
1895,Jarell Quansah,ENG,Dif,Liverpool,Premier League,21-363,2003,5,2,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,6,0,0,5,1,0
1896,Leopold Querfeld,AUT,Dif,Union Berlin,Bundesliga,21-037,2003,13,5,644,7.2,0,0,0,0,0,0,4,0,0.5,0.5,0.5,0.9,0,13,5,1,10,3,0
1897,Dani Raba,ESP,Cen.Att,Leganés,La Liga,29-089,1995,12,8,600,6.7,1,4,5,0,1,2,1,0,2.0,0.5,1.8,2.3,21,19,10,2,13,22,0
1898,Adrien Rabiot,FRA,Cen,Marseille,Ligue 1,29-298,1995,13,11,1.045,11.6,2,1,3,2,0,0,2,0,1.5,1.5,0.7,2.2,32,69,18,5,29,14,3
1899,Hamza Rafia,TUN,Cen,Lecce,Serie A,25-299,1999,17,13,1.013,11.3,0,0,0,0,0,0,4,0,0.5,0.5,1.4,1.9,13,51,10,2,26,25,0
1900,Hákon Rafn Valdimarsson,ISL,Por,Brentford,Premier League,23-105,2001,1,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1901,Antonio Raillo,ESP,Dif,Mallorca,La Liga,33-110,1991,20,20,1.767,19.6,1,0,1,1,0,0,2,1,1.2,1.2,1.3,2.5,19,58,18,5,28,8,2
1902,Antonio Raimondo,ITA,Att.Dif,Venezia,Serie A,20-314,2004,9,0,94,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,1,1,2,1,1
1903,Ylber Ramadani,ALB,Cen,Lecce,Serie A,28-289,1996,18,15,1.261,14.0,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.1,7,44,8,4,10,8,0
1904,Benito Ramírez,ESP,Dif.Cen,Las Palmas,La Liga,29-199,1995,13,1,320,3.6,0,0,0,0,0,0,2,1,0.2,0.2,0.6,0.8,12,12,6,0,3,6,0
1905,Sandro Ramírez,ESP,Att.Cen,Las Palmas,La Liga,29-201,1995,18,15,1.227,13.6,7,3,10,7,0,0,4,0,2.5,2.5,2.1,4.6,34,27,32,16,18,23,3
1906,Gonçalo Ramos,POR,Att,Paris S-G,Ligue 1,23-220,2001,8,5,354,3.9,2,2,4,2,0,0,0,0,3.2,3.2,1.5,4.7,2,6,18,12,5,3,5
1907,Aaron Ramsdale,ENG,Por,Southampton,Premier League,26-257,1998,15,15,1.350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0
1908,Jacob Ramsey,ENG,Att.Cen,Aston Villa,Premier League,23-243,2001,14,9,883,9.8,0,2,2,0,0,0,1,0,1.0,1.0,1.6,2.6,32,35,12,3,7,12,2
1909,Luca Ranieri,ITA,Dif,Fiorentina,Serie A,25-278,1999,19,18,1.645,18.3,0,2,2,0,0,0,3,0,0.2,0.2,1.5,1.6,12,40,6,0,12,9,0
1910,Grant Ranos,ARM,Att,Gladbach,Bundesliga,21-190,2003,2,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
1911,Lilian Raolisoa,FRA,Att.Dif,Angers,Ligue 1,24-224,2000,14,2,287,3.2,0,2,2,0,0,0,0,1,0.3,0.3,1.3,1.6,8,15,3,1,7,4,2
1912,Raphinha,BRA,Att.Cen,Barcelona,La Liga,28-043,1996,20,19,1.676,18.6,11,6,17,10,1,1,2,0,12.2,11.4,8.9,20.4,65,94,65,25,4,25,7
1913,Marcus Rashford,ENG,Att.Cen,Manchester Utd,Premier League,27-087,1997,15,12,978,10.9,4,1,5,4,0,0,2,0,1.7,1.7,2.1,3.8,20,21,16,9,8,7,7
1914,Giacomo Raspadori,ITA,Att.Cen,Napoli,Serie A,24-343,2000,11,2,294,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.3,4,13,10,2,5,6,0
1915,Andrei Ratiu,ROU,Dif,Rayo Vallecano,La Liga,26-220,1998,18,17,1.553,17.3,1,2,3,1,0,0,1,0,1.3,1.3,3.1,4.4,53,64,19,4,14,6,4
1916,Raúl,ESP,Att.Cen,Osasuna,La Liga,24-084,2000,20,4,573,6.4,2,0,2,2,0,0,0,0,1.8,1.8,0.6,2.3,10,12,16,8,8,8,6
1917,David Raum,GER,Dif,RB Leipzig,Bundesliga,26-279,1998,11,10,803,8.9,1,3,4,1,0,0,1,0,0.3,0.3,3.3,3.6,18,31,5,2,10,5,4
1918,Federico Ravaglia,ITA,Por,Bologna,Serie A,25-076,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0
1919,Rayan Raveloson,MAD,Cen.Dif,Auxerre,Ligue 1,28-010,1997,13,7,724,8.0,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,5,31,16,5,9,12,0
1920,David Raya,ESP,Por,Arsenal,Premier League,29-133,1995,23,23,2.070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0,1,6,0
1921,Abderrahman Rebbach,ALG,Att.Cen,Alavés,La Liga,26-168,1998,8,4,385,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,16,5,6,1,5,6,2
1922,Ante Rebić,CRO,Att.Cen,Lecce,Serie A,31-127,1993,18,6,538,6.0,1,0,1,1,0,0,3,1,1.6,1.6,1.8,3.4,12,24,10,2,14,9,5
1923,Harrison Reed,ENG,Cen,Fulham,Premier League,29-365,1995,8,0,61,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,3,1,0,5,2,0
1924,Remy Rees-Dottin,ENG,Att,Bournemouth,Premier League,18-326,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1925,Sergio Reguilón,ESP,Dif,Tottenham,Premier League,28-041,1996,2,0,86,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,1,0,1,4,0
1926,Bobby Reid,JAM,Att.Cen,Leicester City,Premier League,31-359,1993,14,2,282,3.1,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,7,9,5,2,5,8,2
1927,Tijjani Reijnders,NED,Cen,Milan,Serie A,26-181,1998,19,18,1.530,17.0,5,2,7,5,0,0,2,1,3.0,3.0,2.2,5.2,62,109,34,13,15,8,0
1928,Pepe Reina,ESP,Por,Como,Serie A,42-148,1982,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1929,Rocco Reitz,GER,Cen,Gladbach,Bundesliga,22-242,2002,19,14,1.254,13.9,1,1,2,1,0,0,1,0,1.1,1.1,1.2,2.3,14,69,16,5,13,32,0
1930,Nicolai Remberg,GER,Cen,Holstein Kiel,Bundesliga,24-221,2000,19,13,1.277,14.2,0,1,1,0,0,0,5,0,0.8,0.8,0.3,1.1,13,45,12,2,27,25,2
1931,Álex Remiro,ESP,Por,Real Sociedad,La Liga,29-308,1995,20,20,1.800,20.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,0
1932,Guillaume Restes,FRA,Por,Toulouse,Ligue 1,19-321,2005,18,18,1.601,17.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0
1933,Mateo Retegui,ITA,Att,Atalanta,Serie A,25-272,1999,20,16,1.142,12.7,16,3,19,14,2,2,2,0,9.4,7.9,1.4,9.3,10,18,53,21,14,19,3
1934,Elvis Rexhbeçaj,KVX,Cen,Augsburg,Bundesliga,27-086,1997,17,17,1.351,15.0,1,1,2,1,0,0,7,0,1.1,1.1,0.7,1.9,25,79,19,5,8,32,1
1935,Gio Reyna,USA,Cen,Dortmund,Bundesliga,22-074,2002,9,1,165,1.8,2,0,2,2,0,0,1,0,0.2,0.2,0.2,0.4,3,10,3,2,4,1,0
1936,Chadi Riad,MAR,Dif,Crystal Palace,Premier League,21-223,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0,1,0,0
1937,Alexsandro Ribeiro,BRA,Dif,Lille,Ligue 1,25-170,1999,16,16,1.440,16.0,0,1,1,0,0,0,6,0,0.7,0.7,0.1,0.8,15,103,8,1,12,17,2
1938,Samuele Ricci,ITA,Cen,Torino,Serie A,23-158,2001,22,22,1.850,20.6,1,1,2,1,0,0,4,0,1.1,1.1,0.4,1.5,29,75,17,6,23,49,0
1939,Declan Rice,ENG,Cen,Arsenal,Premier League,26-012,1999,21,19,1.651,18.3,1,3,4,1,0,0,5,1,1.5,1.5,4.7,6.2,60,125,24,7,15,12,1
1940,Chris Richards,USA,Dif,Crystal Palace,Premier League,24-304,2000,11,9,805,8.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,21,3,2,6,3,1
1941,Amir Richardson,MAR,Cen,Fiorentina,Serie A,23-002,2002,13,4,479,5.3,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,10,20,5,3,13,8,0
1942,Richarlison,BRA,Att,Tottenham,Premier League,27-261,1997,7,0,148,1.6,1,1,2,1,0,0,1,0,0.6,0.6,0.9,1.5,6,7,4,2,2,4,0
1943,Diego Rico,ESP,Dif,Getafe,La Liga,31-338,1993,18,17,1.527,17.0,0,1,1,0,0,0,5,0,0.3,0.3,1.5,1.7,20,79,11,3,16,31,2
1944,Fabian Rieder,SUI,Cen.Att,Stuttgart,Bundesliga,22-345,2002,16,6,656,7.3,1,3,4,1,0,0,0,0,1.2,1.2,1.8,3.0,14,29,15,5,7,8,0
1945,Luis Rioja,ESP,Att,Alavés,La Liga,31-102,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,1,0,0,1,1,0
1946,Luis Rioja,ESP,Cen.Att,Valencia,La Liga,31-102,1993,19,18,1.561,17.3,4,0,4,2,2,2,3,0,2.6,1.0,1.6,2.6,50,42,0,0,1,1,0
1947,Rodrigo Riquelme,ESP,Dif.Cen,Atlético Madrid,La Liga,24-299,2000,10,4,404,4.5,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.2,35,19,11,4,4,6,4
1948,Alberto Risco,ESP,Cen.Att,Getafe,La Liga,19-149,2005,5,0,69,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,4,1,1,2,0
1949,Mihailo Ristić,SRB,Cen.Dif,Celta Vigo,La Liga,29-087,1995,4,2,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0,4,1,0
1950,Lars Ritzka,GER,Dif.Att,St. Pauli,Bundesliga,26-264,1998,10,5,449,5.0,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,9,4,0,3,2,0
1951,Gorka Rivera Alonso,ESP,Dif.Cen,Getafe,La Liga,20-178,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,0
1952,Sergi Roberto,ESP,Cen,Como,Serie A,32-354,1992,10,7,619,6.9,0,1,1,0,0,0,3,0,0.7,0.7,0.7,1.4,8,33,6,1,7,11,0
1953,Andrew Robertson,SCO,Dif,Liverpool,Premier League,30-321,1994,21,19,1.560,17.3,0,0,0,0,0,0,2,1,0.5,0.5,2.8,3.3,42,122,6,2,6,5,0
1954,Antonee Robinson,USA,Dif,Fulham,Premier League,27-171,1997,22,22,1.980,22.0,0,9,9,0,0,0,4,0,0.6,0.6,3.1,3.7,77,83,13,2,20,16,4
1955,Marc Roca,ESP,Cen,Betis,La Liga,28-061,1996,11,10,794,8.8,0,1,1,0,0,0,3,0,0.5,0.5,0.4,0.9,10,52,9,1,15,5,0
1956,Rodri,ESP,Cen,Manchester City,Premier League,28-218,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0,1,2,0
1957,Rodri,ESP,Att,Betis,La Liga,24-255,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,8,0,0,1,2,0
1958,Álvaro Rodríguez,URU,Att,Getafe,La Liga,20-196,2004,12,4,513,5.7,2,0,2,2,0,0,2,0,0.6,0.6,0.2,0.8,1,7,13,4,19,13,4
1959,Óscar Rodríguez Arnaiz,ESP,Cen,Leganés,La Liga,26-212,1998,13,8,673,7.5,1,3,4,1,0,0,3,1,1.0,1.0,1.0,2.0,9,26,14,4,10,11,1
1960,Damián Rodríguez,ESP,Cen,Celta Vigo,La Liga,21-315,2003,11,6,622,6.9,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.6,3,40,1,0,9,7,0
1961,Dani Rodríguez,ESP,Cen.Att,Mallorca,La Liga,36-234,1988,21,14,1.160,12.9,3,4,7,3,0,0,2,0,1.8,1.8,2.1,3.9,25,44,16,6,23,24,6
1962,Guido Rodríguez,ARG,Cen,West Ham,Premier League,30-289,1994,18,14,1.016,11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,8,1,15,11,1
1963,James Rodríguez,COL,Cen.Att,Rayo Vallecano,La Liga,33-198,1991,6,1,140,1.6,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,13,4,2,2,1,3
1964,Javi Rodríguez,ESP,Dif,Celta Vigo,La Liga,21-214,2003,18,12,1.212,13.5,1,2,3,1,0,0,5,0,0.4,0.4,0.7,1.1,15,53,5,1,15,11,0
1965,Jesus Rodríguez,ESP,Att,Betis,La Liga,19-066,2005,5,3,248,2.8,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,12,9,3,3,2,13,0
1966,Kirian Rodríguez,ESP,Cen,Las Palmas,La Liga,28-327,1996,20,20,1.693,18.8,0,3,3,0,0,0,2,0,1.5,1.5,1.5,3.0,25,125,20,8,8,16,0
1967,Ricardo Rodríguez,SUI,Dif,Betis,La Liga,32-154,1992,8,6,464,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,21,0,0,3,2,0
1968,Rodrygo,BRA,Att,Real Madrid,La Liga,24-017,2001,18,14,1.199,13.3,6,5,11,6,0,0,0,0,2.7,2.6,2.2,4.8,64,64,32,14,5,19,0
1969,Mads Roerslev,DEN,Dif,Brentford,Premier League,25-216,1999,18,10,1.011,11.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.1,16,47,4,2,5,8,0
1970,Morgan Rogers,ENG,Cen.Att,Aston Villa,Premier League,22-184,2002,21,21,1.738,19.3,6,4,10,6,0,0,6,0,3.7,3.7,4.4,8.2,67,71,36,11,32,29,0
1971,Merlin Röhl,GER,Cen.Att,Freiburg,Bundesliga,22-205,2002,11,7,568,6.3,0,1,1,0,0,0,1,0,0.6,0.6,0.4,1.0,12,14,8,2,10,6,0
1972,Alessio Romagnoli,ITA,Dif,Lazio,Serie A,30-014,1995,17,16,1.323,14.7,0,0,0,0,0,0,1,1,0.8,0.8,0.1,0.9,3,30,6,2,12,4,2
