Pos.,Giocatore,Nazione,Ruolo,Squadra,Competizione,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
1973,Leo Román,ESP,Por,Mallorca,La Liga,24-204,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1974,Carlos Romero,ESP,Dif.Cen,Espanyol,La Liga,23-089,2001,18,12,1.123,12.5,1,1,2,1,0,0,4,0,1.1,1.1,0.9,1.9,26,35,12,2,17,4,1
1975,Cristian Romero,ARG,Dif,Tottenham,Premier League,26-274,1998,12,12,974,10.8,1,0,1,1,0,0,1,0,1.1,1.1,0.5,1.6,10,48,11,4,7,9,1
1976,Isaac Romero,ESP,Att,Sevilla,La Liga,24-253,2000,17,16,1.311,14.6,2,2,4,2,0,1,5,0,4.3,3.5,1.7,5.2,15,16,35,11,24,21,10
1977,Luka Romero,ARG,Att.Cen,Alavés,La Liga,20-069,2004,6,2,199,2.2,0,0,0,0,0,1,0,0,0.8,0.0,0.2,0.2,3,0,1,0,3,3,1
1978,Oriol Romeu,ESP,Cen,Girona,La Liga,33-124,1991,14,11,878,9.8,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,11,50,2,0,23,12,0
1979,Valentin Rongier,FRA,Cen.Dif,Marseille,Ligue 1,30-050,1994,12,7,647,7.2,2,0,2,2,0,0,3,0,0.7,0.7,0.4,1.1,15,34,6,4,16,8,0
1980,Marten de Roon,NED,Cen.Dif,Atalanta,Serie A,33-303,1991,21,20,1.800,20.0,3,1,4,3,0,0,5,0,0.2,0.2,1.2,1.5,17,152,6,3,32,12,1
1981,Vitor Roque,BRA,Att,Betis,La Liga,19-333,2005,18,14,1.163,12.9,4,0,4,4,0,0,3,0,6.0,6.0,1.1,7.1,22,15,39,17,27,29,5
1982,Pablo Rosario,NED,Cen.Dif,Nice,Ligue 1,28-019,1997,17,14,1.181,13.1,1,1,2,0,1,1,2,1,2.2,1.4,0.3,1.8,10,54,8,3,17,7,0
1983,Lasse Rosenboom,GER,Dif,Holstein Kiel,Bundesliga,23-007,2002,12,7,698,7.8,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,7,18,4,2,8,5,0
1984,Max Rosenfelder,GER,Dif,Freiburg,Bundesliga,21-351,2003,17,8,849,9.4,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,13,21,3,0,8,11,1
1985,Valentin Rosier,FRA,Dif,Leganés,La Liga,28-160,1996,17,13,1.273,14.1,0,1,1,0,0,0,5,0,0.2,0.2,0.5,0.7,19,24,5,1,24,12,3
1986,Tom Rothe,GER,Dif.Cen,Union Berlin,Bundesliga,20-089,2004,13,12,962,10.7,2,2,4,2,0,0,3,1,1.1,1.1,1.2,2.2,18,27,13,5,17,7,1
1987,Anthony Rouault,FRA,Dif,Stuttgart,Bundesliga,23-242,2001,17,13,1.122,12.5,1,0,1,1,0,0,1,0,0.4,0.4,0.3,0.7,5,43,4,1,17,8,0
1988,Jonas Rouhi,SWE,Dif,Juventus,Serie A,21-019,2004,4,1,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,0,0,4,2,0
1989,Jérôme Roussillon,FRA,Dif,Union Berlin,Bundesliga,32-020,1993,3,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0,1,2,0
1990,Nicolò Rovella,ITA,Cen,Lazio,Serie A,23-053,2001,18,17,1.509,16.8,0,1,1,0,0,0,9,0,0.5,0.5,0.9,1.4,20,89,16,6,28,12,1
1991,Jon Rowe,ENG,Att.Cen,Marseille,Ligue 1,21-271,2003,16,3,453,5.0,2,2,4,2,0,0,2,0,2.4,2.4,2.8,5.2,19,18,25,11,9,15,3
1992,Amir Rrahmani,KVX,Dif,Napoli,Serie A,30-337,1994,22,22,1.980,22.0,1,2,3,1,0,0,2,0,1.9,1.9,0.6,2.5,15,96,20,2,24,5,0
1993,Tommaso Rubino,ITA,Cen,Fiorentina,Serie A,18-077,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0
1994,Antonio Rüdiger,GER,Dif,Real Madrid,La Liga,31-329,1993,21,20,1.792,19.9,0,0,0,0,0,0,2,0,1.3,1.3,0.2,1.5,14,69,19,3,11,13,2
1995,Matteo Ruggeri,ITA,Dif,Atalanta,Serie A,22-199,2002,18,15,1.324,14.7,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,44,85,2,2,11,5,2
1996,Aitor Ruibal,ESP,Att.Dif,Betis,La Liga,28-310,1996,16,7,640,7.1,0,2,2,0,0,0,3,0,0.6,0.6,1.3,1.9,13,21,9,2,4,8,2
1997,Abel Ruiz,ESP,Att,Girona,La Liga,24-364,2000,15,12,969,10.8,3,0,3,2,1,1,3,0,3.1,2.4,0.4,2.7,15,16,18,6,6,10,5
1998,Ferrán Ruiz,ESP,Cen,Girona,La Liga,21-275,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1999,Fabián Ruiz Peña,ESP,Cen,Paris S-G,Ligue 1,28-298,1996,18,11,1.064,11.8,2,1,3,2,0,0,0,0,2.4,2.4,1.9,4.3,28,116,28,7,1,7,2
2000,Gerónimo Rulli,ARG,Por,Marseille,Ligue 1,32-251,1992,18,18,1.620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,0
2001,Georginio Rutter,FRA,Att.Cen,Brighton,Premier League,22-281,2002,22,13,1.177,13.1,4,2,6,4,0,0,2,0,3.3,3.3,1.5,4.9,35,50,40,8,25,33,6
2002,Julian Ryerson,NOR,Dif,Dortmund,Bundesliga,27-070,1997,16,16,1.256,14.0,1,1,2,1,0,0,3,0,0.3,0.3,1.3,1.5,33,46,7,3,21,14,0
2003,Frederik Rønnow,DEN,Por,Union Berlin,Bundesliga,32-175,1992,14,14,1.260,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
2004,José Sá,POR,Por,Wolves,Premier League,32-009,1993,16,16,1.440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0,2,5,0
2005,Elias Saad,TUN,Att.Cen,St. Pauli,Bundesliga,25-030,1999,6,3,343,3.8,2,2,4,2,0,0,1,0,0.9,0.9,0.5,1.4,14,12,10,4,9,15,0
2006,Youssouf Sabaly,SEN,Dif,Betis,La Liga,31-327,1993,14,12,1.018,11.3,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,12,34,3,0,12,6,1
2007,Emmanuel Sabbi,USA,Att.Cen,Le Havre,Ligue 1,27-033,1997,14,6,608,6.8,0,0,0,0,0,0,1,0,1.9,1.9,0.4,2.3,11,13,15,4,11,16,2
2008,Stefano Sabelli,ITA,Dif,Genoa,Serie A,32-013,1993,19,12,1.093,12.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,18,38,5,0,17,12,0
2009,Marcel Sabitzer,AUT,Cen.Att,Dortmund,Bundesliga,30-315,1994,16,11,1.025,11.4,0,0,0,0,0,0,2,0,1.5,1.5,0.3,1.7,15,54,12,5,8,4,0
2010,Falaye Sacko,MLI,Dif,Montpellier,Ligue 1,29-270,1995,10,10,850,9.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,15,47,0,0,11,6,1
2011,Umar Sadiq,NGA,Att,Valencia,La Liga,27-359,1997,1,0,22,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,2,1,0
2012,Umar Sadiq,NGA,Att,Real Sociedad,La Liga,27-359,1997,7,2,227,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,5,0,0,2,1,0
2013,Alexis Saelemaekers,BEL,Dif.Att,Roma,Serie A,25-213,1999,10,9,637,7.1,4,1,5,4,0,0,3,0,1.7,1.7,2.1,3.8,17,20,14,7,10,12,0
2014,Alexis Saelemaekers,BEL,Dif.Att,Milan,Serie A,25-213,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,14,7,10,12,0
2015,Jorge Sáenz,ESP,Dif,Leganés,La Liga,28-070,1996,11,9,715,7.9,1,0,1,1,0,0,2,1,0.4,0.4,0.1,0.5,3,11,1,1,15,6,0
2016,Matvei Safonov,RUS,Por,Paris S-G,Ligue 1,25-336,1999,5,4,429,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2017,Modibo Sagnan,MLI,Dif,Montpellier,Ligue 1,25-287,1999,17,15,1.375,15.3,1,0,1,1,0,0,7,0,0.6,0.6,0.5,1.1,9,28,9,2,22,10,1
2018,Richie Sagrado,BEL,Dif,Venezia,Serie A,20-362,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,1,0,2,2,0
2019,Osame Sahraoui,MAR,Att.Cen,Lille,Ligue 1,23-229,2001,18,8,943,10.5,1,3,4,1,0,0,1,0,1.3,1.3,3.0,4.3,50,64,16,4,4,9,1
2020,Wesley Saïd,FRA,Att.Cen,Lens,Ligue 1,29-282,1995,9,5,391,4.3,1,0,1,1,0,0,2,0,2.0,2.0,0.3,2.3,6,13,9,3,8,2,4
2021,Théo Sainte-Luce,FRA,Dif.Cen,Montpellier,Ligue 1,26-098,1998,4,0,68,0.8,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,1,1,2,1,0,1,0
2022,Bukayo Saka,ENG,Att.Cen,Arsenal,Premier League,23-143,2001,16,16,1.268,14.1,5,10,15,4,1,1,3,0,4.2,3.4,5.8,9.2,72,53,45,17,13,32,3
2023,Faik Sakar,GER,Cen,RB Leipzig,Bundesliga,17-012,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2024,Marco Sala,ITA,Dif,Como,Serie A,25-236,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,0,0,5,1,0
2025,Ibrahim Salah,MAR,Att,Brest,Ligue 1,23-149,2001,10,3,335,3.7,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,12,3,6,3,1
2026,Mohamed Salah,EGY,Att,Liverpool,Premier League,32-225,1992,22,22,1.942,21.6,19,13,32,14,5,5,1,0,17.3,13.3,9.2,22.5,93,87,81,36,14,25,7
2027,Amine Salama,FRA,Att,Reims,Ligue 1,24-192,2000,16,1,311,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.3,0.9,11,7,8,3,2,1,2
2028,Kike Salas,ESP,Dif,Sevilla,La Liga,22-278,2002,15,10,920,10.2,0,2,2,0,0,0,3,0,0.2,0.2,0.5,0.7,5,31,6,0,10,3,0
2029,Manolis Saliakas,GRE,Cen.Dif,St. Pauli,Bundesliga,28-136,1996,17,15,1.319,14.7,1,0,1,1,0,0,3,0,0.9,0.9,1.4,2.3,20,62,19,4,7,7,0
2030,William Saliba,FRA,Dif,Arsenal,Premier League,23-308,2001,21,21,1.829,20.3,2,0,2,2,0,0,2,1,1.9,1.9,0.5,2.4,10,70,3,2,19,10,1
2031,Mohammed Salisu,GHA,Dif,Monaco,Ligue 1,25-284,1999,12,10,930,10.3,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,8,62,8,4,9,2,1
2032,Roland Sallai,HUN,Att.Cen,Freiburg,Bundesliga,27-249,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,3,1,0,1,0
2033,Yoann Salmier,GUF,Dif,Le Havre,Ligue 1,32-066,1992,11,9,779,8.7,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,23,5,2,7,3,0
2034,Lazar Samardzic,SRB,Cen.Att,Atalanta,Serie A,22-337,2002,20,4,777,8.6,2,1,3,2,0,0,2,0,1.6,1.6,1.5,3.1,34,56,25,9,14,5,0
2035,Diadie Samassékou,MLI,Cen,Hoffenheim,Bundesliga,29-015,1996,7,5,286,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,11,3,1,5,4,0
2036,Mama Samba Baldé,GNB,Att,Lyon,Ligue 1,29-081,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,1,0,1,1,0
2037,Mama Samba Baldé,GNB,Att,Brest,Ligue 1,29-081,1995,15,10,782,8.7,2,1,3,2,0,0,1,0,2.2,2.2,1.0,3.2,25,11,1,0,1,1,0
2038,Brice Samba,FRA,Por,Rennes,Ligue 1,30-276,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2039,Brice Samba,FRA,Por,Lens,Ligue 1,30-276,1994,15,15,1.350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
2040,Albert Sambi Lokonga,BEL,Cen,Sevilla,La Liga,25-096,1999,14,11,1.027,11.4,0,2,2,0,0,0,2,0,0.3,0.3,0.5,0.8,19,66,7,2,15,14,0
2041,Junior Sambia,FRA,Dif.Att,Empoli,Serie A,28-141,1996,7,0,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,2,0,1,0,0
2042,Chuky san jose,ESP,Cen.Att,Valladolid,La Liga,20-272,2004,5,1,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,2
2043,Antonio Sanabria,PAR,Att,Torino,Serie A,28-328,1996,17,13,975,10.8,2,0,2,2,0,1,1,0,2.4,1.6,0.4,2.1,4,14,13,4,10,11,0
2044,Oihan Sancet,ESP,Cen,Athletic Club,La Liga,24-276,2000,16,13,1.010,11.2,7,1,8,6,1,1,2,0,5.3,4.5,1.1,5.6,33,56,22,9,10,16,3
2045,Alexis Sánchez,CHI,Att.Cen,Udinese,Serie A,36-038,1988,4,2,147,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,6,4,0,1,5,2
2046,Antonio Sánchez,ESP,Cen.Dif,Mallorca,La Liga,28-025,1997,19,7,862,9.6,0,0,0,0,0,0,1,0,0.7,0.7,0.6,1.3,11,25,9,1,14,7,3
2047,Iván Sánchez,ESP,Cen.Att,Valladolid,La Liga,32-125,1992,19,7,807,9.0,1,1,2,1,0,0,4,0,0.3,0.3,1.4,1.7,28,38,6,2,10,25,0
2048,Javi Sánchez,ESP,Dif,Valladolid,La Liga,27-318,1997,15,15,1.242,13.8,1,0,1,1,0,0,3,0,0.2,0.2,0.2,0.3,3,15,4,2,11,0,0
2049,Juanlu Sánchez,ESP,Cen.Dif,Sevilla,La Liga,21-164,2003,16,8,754,8.4,2,2,4,2,0,0,4,1,1.3,1.3,0.8,2.1,15,25,9,2,5,4,0
2050,Manu Sánchez,ESP,Dif,Alavés,La Liga,24-155,2000,16,14,1.300,14.4,0,0,0,0,0,0,5,0,0.2,0.2,0.3,0.5,27,43,5,0,26,9,1
2051,Robert Sánchez,ESP,Por,Chelsea,Premier League,27-069,1997,21,21,1.890,21.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0,2,2,0
2052,Jadon Sancho,ENG,Att,Chelsea,Premier League,24-307,2000,17,12,1.062,11.8,2,4,6,2,0,0,1,0,1.4,1.4,2.6,4.0,63,56,15,4,3,7,4
2053,Philipp Sander,GER,Cen,Gladbach,Bundesliga,26-340,1998,18,8,751,8.3,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,5,33,10,5,7,5,0
2054,James Sands,USA,Cen,St. Pauli,Bundesliga,24-204,2000,3,1,93,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0,5,1,1
2055,Leroy Sané,GER,Att,Bayern Munich,Bundesliga,29-015,1996,15,9,831,9.2,5,2,7,5,0,0,1,0,4.4,4.4,1.6,6.0,32,32,33,11,7,12,2
2056,Arouna Sangante,SEN,Dif,Le Havre,Ligue 1,22-289,2002,7,7,608,6.8,2,0,2,2,0,0,2,0,0.4,0.4,0.1,0.4,6,25,4,3,13,5,1
2057,Ibrahim Sangaré,CIV,Cen,Nott'ham Forest,Premier League,27-055,1997,3,3,212,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,1,1,5,4,0
2058,Nhoa Sangui,FRA,Dif.Cen,Reims,Ligue 1,18-334,2006,16,6,709,7.9,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,6,27,3,0,5,6,0
2059,Kaishu Sano,JPN,Cen,Mainz 05,Bundesliga,24-027,2000,19,19,1.693,18.8,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,19,83,11,2,10,19,1
2060,Nicola Sansone,ITA,Cen.Att,Lecce,Serie A,33-138,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,1,3,1,0,1,1
2061,Baptiste Santamaria,FRA,Cen,Rennes,Ligue 1,29-323,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,28,4,1,5,7,0
2062,Jesús Santiago,ESP,Cen,Getafe,La Liga,20-246,2004,13,4,308,3.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,2,9,1,0,11,5,0
2063,Andrey Santos,BRA,Cen,Strasbourg,Ligue 1,20-268,2004,18,18,1.595,17.7,7,1,8,7,0,0,4,0,3.4,3.4,1.8,5.2,18,84,24,11,14,38,0
2064,Kauã Santos,BRA,Por,Eint Frankfurt,Bundesliga,21-290,2003,5,4,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,0
2065,Tiago Santos,POR,Dif,Lille,Ligue 1,22-187,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,8,4,6,10,2
2066,Pablo Sarabia,ESP,Cen.Att,Wolves,Premier League,32-260,1992,9,4,349,3.9,1,0,1,1,0,0,1,0,2.2,2.2,0.5,2.6,8,26,8,6,5,7,4
2067,Jeremy Sarmiento,ECU,Cen,Brighton,Premier League,22-224,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2068,Amin Sarr,SWE,Att,Hellas Verona,Serie A,23-321,2001,15,8,633,7.0,3,0,3,3,0,0,0,0,0.8,0.8,0.4,1.2,4,11,7,3,14,2,4
2069,Ismaila Sarr,SEN,Cen.Att,Crystal Palace,Premier League,26-336,1998,22,15,1.431,15.9,4,3,7,4,0,0,3,0,3.9,3.9,4.7,8.6,40,46,33,20,9,30,6
2070,Malang Sarr,FRA,Dif,Lens,Ligue 1,26-003,1999,6,4,384,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,8,3,0,2,3,0
2071,Mamadou Sarr,FRA,Dif,Strasbourg,Ligue 1,19-150,2005,13,13,1.127,12.5,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.5,3,21,2,0,19,7,0
2072,Martin Satriano,URU,Att.Dif,Lens,Ligue 1,23-341,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,1,3,0,1,0,0
2073,Razvan Sava,ROU,Por,Udinese,Serie A,22-219,2002,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2074,Téji Savanier,FRA,Cen,Montpellier,Ligue 1,33-035,1991,16,16,1.343,14.9,2,3,5,0,2,2,3,1,3.3,1.7,4.0,5.7,17,97,30,11,12,34,1
2075,Sávio,BRA,Att.Cen,Manchester City,Premier League,20-291,2004,18,13,1.080,12.0,1,5,6,1,0,0,2,0,3.0,3.0,4.9,7.9,91,49,36,14,13,14,1
2076,Nicolò Savona,ITA,Dif,Juventus,Serie A,21-313,2003,19,13,1.212,13.5,2,1,3,2,0,0,2,0,0.4,0.4,1.1,1.6,29,48,5,4,8,6,1
2077,Saba Sazonov,GEO,Dif,Torino,Serie A,22-360,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2078,Joe Scally,USA,Dif,Gladbach,Bundesliga,22-026,2002,18,18,1.499,16.7,0,0,0,0,0,0,4,0,0.0,0.0,0.8,0.9,24,34,2,0,16,28,0
2079,Giorgio Scalvini,ITA,Dif,Atalanta,Serie A,21-046,2003,6,4,272,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,5,20,4,0,7,1,0
2080,Oliver Scarles,ENG,Dif.Att,West Ham,Premier League,19-045,2005,4,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0,0,0,0
2081,Kevin Schade,GER,Att,Brentford,Premier League,23-060,2001,22,10,992,11.0,5,2,7,5,0,0,2,0,4.1,4.1,1.7,5.9,28,20,24,11,10,13,11
2082,András Schäfer,HUN,Cen,Union Berlin,Bundesliga,25-288,1999,14,8,750,8.3,1,1,2,1,0,0,1,0,0.5,0.5,0.6,1.2,13,39,8,1,14,14,0
2083,Fabian Schär,SUI,Dif,Newcastle Utd,Premier League,33-037,1991,19,18,1.602,17.8,2,0,2,2,0,0,5,1,1.4,1.4,0.3,1.7,10,63,19,5,17,8,3
2084,Patrik Schick,CZE,Att,Leverkusen,Bundesliga,29-002,1996,16,9,781,8.7,13,0,13,13,0,0,3,0,8.1,8.1,0.5,8.5,1,12,38,20,9,7,3
2085,Stefan Schimmer,GER,Att,Heidenheim,Bundesliga,30-273,1994,8,0,182,2.0,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.3,0,3,9,1,1,1,1
2086,Joël Schingtienne,BEL,Dif,Venezia,Serie A,22-167,2002,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
2087,Xaver Schlager,AUT,Cen,RB Leipzig,Bundesliga,27-120,1997,4,2,181,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,5,6,1,0,4,3,0
2088,Keven Schlotterbeck,GER,Dif,Augsburg,Bundesliga,27-273,1997,14,13,1.054,11.7,3,1,4,3,0,0,4,1,0.8,0.8,0.4,1.2,2,47,12,4,9,9,1
2089,Nico Schlotterbeck,GER,Dif,Dortmund,Bundesliga,25-056,1999,17,17,1.442,16.0,0,2,2,0,0,0,5,2,0.8,0.8,0.9,1.6,29,136,9,3,14,16,0
2090,Jeffrey Schlupp,GHA,Cen.Dif,Crystal Palace,Premier League,32-034,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,4,2,1,0,0
2091,Romano Schmid,AUT,Cen,Werder Bremen,Bundesliga,24-365,2000,19,19,1.688,18.8,1,3,4,1,0,0,1,0,1.9,1.9,3.4,5.3,68,173,26,6,15,22,3
2092,Niklas Schmidt,GER,Cen,Toulouse,Ligue 1,26-331,1998,9,2,205,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,23,3,1,5,1,0
2093,Jan Schöppner,GER,Cen,Heidenheim,Bundesliga,25-228,1999,19,18,1.553,17.3,3,1,4,3,0,0,4,0,2.6,2.6,2.6,5.1,24,60,28,10,20,10,0
2094,Marvin Schulz,GER,Dif.Cen,Holstein Kiel,Bundesliga,30-011,1995,8,3,259,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,3,10,3,1,3,1,0
2095,Alexander Schwolow,GER,Por,Union Berlin,Bundesliga,32-238,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2096,Léo Scienza,BRA,Att.Cen,Heidenheim,Bundesliga,26-135,1998,17,11,837,9.3,3,2,5,3,0,0,0,0,1.6,1.6,2.8,4.4,47,22,29,14,9,40,4
2097,Alex Scott,ENG,Cen,Bournemouth,Premier League,21-158,2003,8,2,263,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,32,3,1,2,13,0
2098,Simone Scuffet,ITA,Por,Cagliari,Serie A,28-240,1996,13,13,1.170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2099,Jérémy Sebas,MTQ,Att.Cen,Strasbourg,Ligue 1,21-287,2003,12,1,180,2.0,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6,3,6,2,5,2,2
2100,Aleksandar Sedlar,SRB,Dif,Alavés,La Liga,33-044,1991,7,5,426,4.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,6,1,0,7,4,0
2101,Jacopo Seghetti,ITA,Por,Empoli,Serie A,19-344,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2102,Alidu Seidu,GHA,Dif,Rennes,Ligue 1,24-236,2000,11,10,803,8.9,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,23,41,3,0,10,28,1
2103,Nicolas Seiwald,AUT,Dif.Cen,RB Leipzig,Bundesliga,23-267,2001,15,9,1.013,11.3,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.8,10,71,2,0,13,1,0
2104,Hiroki Sekine,JPN,Att,Reims,Ligue 1,22-168,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2105,Matz Sels,BEL,Por,Nott'ham Forest,Premier League,32-335,1992,23,23,2.070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0,0,7,0
2106,Nélson Semedo,POR,Dif,Wolves,Premier League,31-071,1993,19,18,1.608,17.9,0,3,3,0,0,0,7,0,0.4,0.4,2.2,2.6,38,39,9,4,30,16,0
2107,Antoine Semenyo,GHA,Att,Bournemouth,Premier League,25-019,2000,22,22,1.926,21.4,7,3,10,7,0,0,5,0,6.9,6.9,4.0,10.9,87,64,85,26,43,28,7
2108,Marvin Senaya,TOG,Dif,Strasbourg,Ligue 1,23-364,2001,10,1,227,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1,5,1,0,4,4,0
2109,Marcos Senesi,ARG,Dif,Bournemouth,Premier League,27-261,1997,11,11,917,10.2,0,0,0,0,0,0,4,0,0.8,0.8,0.4,1.2,11,45,2,0,17,7,0
2110,Stefano Sensi,ITA,Cen,Monza,Serie A,29-174,1995,6,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,1,0,2,2,0
2111,Suat Serdar,GER,Cen,Hellas Verona,Serie A,27-290,1997,12,10,802,8.9,1,1,2,1,0,0,4,1,1.4,1.4,0.7,2.1,9,29,19,3,20,9,0
2112,Sergi,ESP,Dif,Leganés,La Liga,32-281,1992,20,19,1.752,19.5,2,0,2,2,0,0,2,0,0.9,0.9,0.4,1.3,3,45,6,3,21,6,3
2113,Nicolás Serrano,ESP,Att,Athletic Club,La Liga,21-327,2003,3,1,103,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,4,0,1,2,0
2114,Benjamin Šeško,SVN,Att.Cen,RB Leipzig,Bundesliga,21-240,2003,18,17,1.278,14.2,8,2,10,8,0,0,2,1,4.8,4.8,0.6,5.4,27,26,32,18,13,7,7
2115,Ryan Sessegnon,ENG,Cen,Fulham,Premier League,24-253,2000,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0
