Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,G+A,R - Rig,Rigori,Rig T,Amm.,Esp.,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Tiri totali,Tiri in porta,Falli commessi,Falli subiti,Fuorigioco
530,Takuya Ogiwara,JPN,Dif,Dinamo Zagreb,25-067,1999,3,3,223,2.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.5,5,1,2,1,2,1,0
531,Noah Okafor,SUI,Att.Cen,Milan,24-250,2000,4,1,97,1.1,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,7,10,0,0,0,0,0
532,Victor Olatunji,NGA,Att,Sparta Prague,25-146,1999,7,4,356,4.0,2,1,3,2,0,0,1,0,0.8,0.8,0.8,1.5,1,5,8,2,9,8,2
533,Peter Olayinka,NGA,Att.Dif,Red Star,29-072,1995,3,3,250,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,7,4,2,4,4,1
534,Michael Olise,FRA,Att.Cen,Bayern Munich,23-048,2001,7,6,445,4.9,4,1,5,3,1,1,1,0,4.2,3.4,0.6,4.0,20,32,20,6,6,5,0
535,Dani Olmo,ESP,Cen,Barcelona,26-267,1998,4,2,185,2.1,1,1,2,1,0,0,0,0,0.7,0.7,0.6,1.3,7,12,5,2,1,4,0
536,Amadou Onana,BEL,Cen,Aston Villa,23-166,2001,3,3,194,2.2,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,6,3,2,5,3,0
537,Raphael Onyedika,NGA,Cen,Club Brugge,23-285,2001,6,6,489,5.4,0,1,1,0,0,0,1,1,0.2,0.2,0.2,0.5,0,16,4,1,9,11,0
538,Francis Onyeka,GER,Att,Leverkusen,17-275,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0
539,Loïs Openda,BEL,Att,RB Leipzig,24-348,2000,7,7,589,6.5,1,2,3,1,0,0,1,0,2.3,2.3,1.3,3.6,10,7,17,5,9,8,7
540,Fredrik Oppegard,NOR,Dif,PSV Eindhoven,22-175,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0
541,Willi Orban,HUN,Dif,RB Leipzig,32-087,1992,7,7,630,7.0,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,15,5,2,4,4,1
542,Joel Ordóñez,ECU,Dif,Club Brugge,20-283,2004,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,19,2,1,5,1,0
543,Riccardo Orsolini,ITA,Att.Cen,Bologna,28-005,1997,6,5,323,3.6,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.7,11,17,13,4,2,9,5
544,Stefan Ortega,GER,Por,Manchester City,32-084,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
545,Ibrahim Osman,GHA,Att,Feyenoord,20-061,2004,4,3,186,2.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,5,4,1,1,3,6,1
546,Nicolás Otamendi,ARG,Dif,Benfica,36-352,1988,7,7,630,7.0,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,4,16,3,0,8,3,1
547,Kassoum Ouattara,FRA,Dif,Monaco,20-107,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0
548,Assan Ouedraogo,GER,Cen.Dif,RB Leipzig,18-265,2006,2,0,24,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0,0,0,0
549,Nico O’Reilly,ENG,Att,Manchester City,19-314,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
550,Willian Pacho,ECU,Dif,Paris S-G,23-105,2001,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,19,0,0,7,4,0
551,Igor Paixão,BRA,Att,Feyenoord,24-215,2000,7,7,592,6.6,1,4,5,1,0,0,0,0,0.9,0.9,2.2,3.0,15,10,17,5,2,11,0
552,Exequiel Palacios,ARG,Cen,Leverkusen,26-116,1998,7,5,400,4.4,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,5,31,6,1,8,11,0
553,Marco Palestra,ITA,Dif.Cen,Atalanta,19-332,2005,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0,2,2,0
554,João Palhinha,POR,Cen,Bayern Munich,29-204,1995,3,2,164,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,11,4,0,1,0,0
555,Filip Panák,CZE,Dif,Sparta Prague,29-088,1995,7,6,563,6.3,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,2,14,4,1,2,1,0
556,Thomas Partey,GHA,Cen.Dif,Arsenal,31-230,1993,7,6,512,5.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7,23,2,2,4,4,0
557,Mario Pašalić,CRO,Cen,Atalanta,29-355,1995,7,5,406,4.5,1,1,2,1,0,0,0,0,2.4,2.4,0.4,2.8,13,29,11,2,4,2,1
558,Lukáš Pauschek,SVK,Dif,Slovan Bratislava,32-051,1992,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
559,Benjamin Pavard,FRA,Dif,Inter,28-307,1996,6,5,405,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,5,22,2,0,4,1,0
560,David Pavelka,CZE,Cen,Sparta Prague,33-256,1991,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
561,Branko Pavić,CRO,Cen,Dinamo Zagreb,18-083,2006,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
562,Vangelis Pavlidis,GRE,Att,Benfica,26-069,1998,7,6,476,5.3,4,0,4,3,1,1,1,0,4.7,3.9,0.3,4.1,11,8,16,10,8,8,5
563,Aleksandar Pavlovic,GER,Cen,Bayern Munich,20-271,2004,3,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,27,0,0,5,1,0
564,Strahinja Pavlović,SRB,Dif,Milan,23-250,2001,4,3,271,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,9,1,0,5,1,0
565,Pedri,ESP,Cen,Barcelona,22-065,2002,7,7,552,6.1,0,2,2,0,0,0,0,0,0.3,0.3,1.2,1.5,13,62,3,1,2,9,0
566,Pedrinho,BRA,Cen.Att,Shakhtar,26-291,1998,3,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,7,5,3,1,3,0
567,Iñaki Peña,ESP,Por,Barcelona,25-333,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
568,Ricardo Pepi,USA,Att,PSV Eindhoven,22-020,2003,6,0,89,1.0,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,0,1,9,7,1,0,0
569,Mathias Pereira Lage,POR,Dif.Cen,Brest,28-060,1996,6,1,186,2.1,1,0,1,1,0,0,0,0,0.8,0.8,0.6,1.3,6,6,8,4,2,4,1
570,Daniel Peretz,ISR,Por,Bayern Munich,24-203,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
571,Mattia Perin,ITA,Por,Juventus,32-080,1992,2,1,121,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
572,Jakub Pesek,CZE,Att,Sparta Prague,31-219,1993,2,1,129,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,0,1,0,3,1,0
573,Bruno Petković,CRO,Att,Dinamo Zagreb,30-135,1994,3,2,193,2.1,2,0,2,2,0,0,1,0,0.6,0.6,0.0,0.6,1,5,4,2,3,7,1
574,Patric Pfeiffer,GER,Dif,Young Boys,25-162,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0
575,Jaden Philogene Bidace,ENG,Att,Aston Villa,22-356,2002,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0,2,2,0
576,Kamil Piątkowski,POL,Dif,RB Salzburg,24-222,2000,6,5,478,5.3,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,0,15,1,0,2,3,1
577,Ronaël Pierre-Gabriel,FRA,Dif,Dinamo Zagreb,26-230,1998,7,5,445,4.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,13,16,2,0,4,0,1
578,Marko Pjaca,CRO,Att.Cen,Dinamo Zagreb,29-268,1995,5,3,272,3.0,0,3,3,0,0,0,0,0,0.3,0.3,0.8,1.1,9,9,6,2,2,3,0
579,Tommaso Pobega,ITA,Cen,Bologna,25-198,1999,4,1,175,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,2,1,1,1,1
580,Portu,ESP,Att.Cen,Girona,32-253,1992,4,0,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,0,0,2,1,0
581,Stefan Posch,AUT,Dif,Bologna,27-260,1997,6,6,531,5.9,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,8,23,5,0,12,5,0
582,Yussuf Poulsen,DEN,Att.Cen,RB Leipzig,30-228,1994,5,0,91,1.0,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,0,4,4,2,4,0,1
583,Ángelo Preciado,ECU,Cen,Sparta Prague,26-346,1998,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,8,3,4,1,2,2,0
584,Egor Prutsev,RUS,Att,Red Star,22-037,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
585,Christian Pulisic,USA,Att.Cen,Milan,26-133,1998,6,5,417,4.6,3,1,4,3,0,0,0,0,0.9,0.9,1.3,2.2,22,25,10,7,1,10,0
586,Jarell Quansah,ENG,Dif,Liverpool,22-000,2003,2,1,93,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,1,0,0,1,0
587,Eduardo Quaresma,POR,Dif,Sporting CP,22-333,2002,3,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0,1,3,0
588,Geovany Quenda,POR,Dif.Cen,Sporting CP,17-274,2007,7,6,519,5.8,0,1,1,0,0,0,1,0,0.5,0.5,1.0,1.5,17,20,8,2,2,9,0
589,Nemanja Radonjić,SRB,Att.Cen,Red Star,28-349,1996,4,1,158,1.8,3,0,3,3,0,0,0,0,0.8,0.8,0.2,1.0,10,7,6,4,1,2,0
590,Anthony Ralston,SCO,Dif,Celtic,26-074,1998,3,0,64,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,2,0,0,1,1,0
591,Jacobo Ramón,ESP,Dif,Real Madrid,20-023,2005,1,0,13,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0,1,0,0
592,Gonçalo Ramos,POR,Att,Paris S-G,23-223,2001,3,1,114,1.3,2,0,2,2,0,0,0,0,2.2,2.2,0.0,2.2,0,0,7,4,1,1,0
593,Jacob Ramsey,ENG,Att,Aston Villa,23-246,2001,5,2,172,1.9,1,0,1,1,0,0,0,0,1.1,1.1,0.4,1.5,8,13,4,4,1,5,1
594,Raphinha,BRA,Att.Cen,Barcelona,28-046,1996,7,7,562,6.2,8,2,10,8,0,0,0,0,3.5,3.5,2.8,6.4,25,37,29,9,2,6,2
595,Petar Ratkov,SRB,Att,RB Salzburg,21-164,2003,3,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0,0,0,0
596,David Raum,GER,Dif,RB Leipzig,26-282,1998,3,3,240,2.7,0,1,1,0,0,0,2,0,0.1,0.1,1.8,1.9,3,4,1,0,5,2,1
597,David Raya,ESP,Por,Arsenal,29-136,1995,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
598,Tijjani Reijnders,NED,Cen,Milan,26-184,1998,7,7,614,6.8,3,0,3,3,0,0,0,0,2.1,2.1,0.6,2.6,16,33,15,8,2,5,1
599,Matheus Reis,BRA,Dif,Sporting CP,29-346,1995,5,2,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,17,1,0,1,0,0
600,Mateo Retegui,ITA,Att,Atalanta,25-275,1999,7,5,349,3.9,3,0,3,3,0,1,0,0,4.2,3.3,0.5,3.8,13,6,18,7,4,8,1
601,Gio Reyna,USA,Cen,Dortmund,22-077,2002,3,2,165,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,9,2,1,2,4,0
602,Alexsandro Ribeiro,BRA,Dif,Lille,25-173,1999,7,7,630,7.0,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,1,18,3,0,3,9,1
603,Declan Rice,ENG,Cen,Arsenal,26-015,1999,6,6,492,5.5,1,1,2,1,0,0,0,0,0.8,0.8,0.4,1.3,8,32,7,2,0,0,0
604,Fabian Rieder,SUI,Att.Cen,Stuttgart,22-348,2002,7,1,225,2.5,1,3,4,1,0,0,1,0,0.9,0.9,0.5,1.5,6,9,9,2,5,6,0
605,Rodrigo Riquelme,ESP,Dif.Cen,Atlético Madrid,24-302,2000,4,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,11,6,2,0,0,0,0
606,Stefan Ristovski,MKD,Dif,Dinamo Zagreb,32-352,1992,7,7,630,7.0,0,2,2,0,0,0,2,0,0.0,0.0,0.8,0.8,6,19,2,0,3,8,0
607,Dmytro Riznyk,UKR,Por,Shakhtar,25-365,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0,0,2,0
608,Andrew Robertson,SCO,Dif,Liverpool,30-324,1994,5,3,277,3.1,0,1,1,0,0,0,1,0,0.4,0.4,0.7,1.1,6,27,3,0,3,0,0
609,Milan Rodić,SRB,Dif,Red Star,33-302,1991,3,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
610,Rodri,ESP,Cen,Manchester City,28-221,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,7,1,0,3,1,0
611,Rodrygo,BRA,Att.Cen,Real Madrid,24-020,2001,5,3,300,3.3,2,1,3,2,0,0,0,0,1.1,1.1,1.2,2.3,19,16,12,4,3,2,0
612,Marko Rog,CRO,Cen,Dinamo Zagreb,29-194,1995,6,4,343,3.8,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.3,4,6,3,2,6,5,0
613,Morgan Rogers,ENG,Cen.Att,Aston Villa,22-187,2002,7,7,597,6.6,0,1,1,0,0,0,1,0,1.0,1.0,1.6,2.6,21,31,14,3,6,7,0
614,Benjamín Rollheiser,ARG,Cen.Att,Benfica,24-311,2000,5,1,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,5,6,2,0,1,1,1
615,Oriol Romeu,ESP,Cen,Girona,33-127,1991,5,4,390,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,3,19,0,0,10,4,0
616,Marten de Roon,NED,Cen,Atalanta,33-306,1991,7,7,603,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.5,6,54,1,1,7,0,0
617,Mathias Ross,DEN,Dif,Sparta Prague,24-014,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
618,Anthony Rouault,FRA,Dif,Stuttgart,23-245,2001,7,7,620,6.9,0,0,0,0,0,0,3,0,0.4,0.4,0.7,1.0,1,42,4,1,6,3,0
619,Jonas Rouhi,SWE,Dif,Juventus,21-022,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
620,Albion Rrahmani,KVX,Att,Sparta Prague,24-151,2000,6,4,325,3.6,1,0,1,1,0,0,0,0,0.3,0.3,0.3,0.6,3,7,3,1,4,4,2
621,Antonio Rüdiger,GER,Dif,Real Madrid,31-332,1993,7,7,617,6.9,2,0,2,2,0,0,1,0,1.7,1.7,0.2,1.9,3,19,5,2,8,2,1
622,Matteo Ruggeri,ITA,Dif,Atalanta,22-202,2002,5,3,283,3.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,15,21,3,0,2,2,0
623,Abel Ruiz,ESP,Att,Girona,25-001,2000,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,1,0,0,0,0,0
624,Fabián Ruiz Peña,ESP,Cen,Paris S-G,28-301,1996,7,5,385,4.3,0,1,1,0,0,0,2,0,0.5,0.5,0.9,1.4,6,23,7,3,4,1,1
625,Julian Ryerson,NOR,Dif,Dortmund,27-073,1997,6,5,435,4.8,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,8,7,2,1,9,3,0
626,Matěj Ryneš,CZE,Cen.Dif,Sparta Prague,23-244,2001,7,6,522,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,5,18,3,0,5,2,0
627,Kyriani Sabbe,BEL,Dif,Club Brugge,20-008,2005,4,1,134,1.5,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,3,4,1,1,0,1,0
628,Marcel Sabitzer,AUT,Cen.Att,Dortmund,30-318,1994,6,5,394,4.4,0,0,0,0,0,0,1,0,1.1,1.1,0.6,1.7,4,16,11,1,4,3,1
629,Lukáš Sadílek,CZE,Cen,Sparta Prague,28-251,1996,5,2,214,2.4,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.2,0,7,1,1,3,3,0
630,Matvei Safonov,RUS,Por,Paris S-G,25-339,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
631,Osame Sahraoui,MAR,Att.Cen,Lille,23-232,2001,7,4,357,4.0,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,20,22,4,2,2,6,3
632,Ismael Saibari,MAR,Cen,PSV Eindhoven,24-001,2001,6,4,376,4.2,1,1,2,1,0,0,1,0,1.4,1.4,0.8,2.2,10,22,15,7,7,4,1
633,Bukayo Saka,ENG,Att.Cen,Arsenal,23-146,2001,5,5,431,4.8,4,2,6,3,1,1,0,0,1.7,1.0,1.6,2.6,24,14,12,7,10,7,2
634,Ibrahim Salah,MAR,Att.Cen,Brest,23-152,2001,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,4,1,0,1,0,0
635,Mohamed Salah,EGY,Att,Liverpool,32-228,1992,7,7,601,6.7,3,4,7,2,1,2,0,0,4.5,2.9,3.3,6.3,29,34,24,8,3,4,2
636,William Saliba,FRA,Dif,Arsenal,23-311,2001,6,6,540,6.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,20,2,0,3,5,0
637,Mohammed Salisu,GHA,Dif,Monaco,25-287,1999,4,3,298,3.3,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,4,12,2,2,2,3,0
638,Lazar Samardzic,SRB,Cen,Atalanta,22-340,2002,6,2,249,2.8,1,1,2,1,0,0,1,0,0.6,0.6,1.4,2.0,15,21,10,5,2,3,3
639,Mama Samba Baldé,GNB,Att.Cen,Brest,29-084,1995,6,3,296,3.3,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.7,12,5,6,1,4,3,5
640,Renato Sanches,POR,Cen,Benfica,27-164,1997,2,1,104,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,1,0,0,0,0
641,Leroy Sané,GER,Att,Bayern Munich,29-018,1996,7,2,294,3.3,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.3,10,14,13,6,5,3,0
642,Nuno Santos,POR,Dif,Sporting CP,29-351,1995,2,2,161,1.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,6,12,2,1,0,2,0
643,Tiago Santos,POR,Dif,Lille,22-190,2002,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,5,0,0,0,4,0
644,Sávio,BRA,Cen.Att,Manchester City,20-294,2004,6,5,358,4.0,0,1,1,0,0,0,1,0,1.0,1.0,0.9,2.0,26,13,13,2,2,3,0
645,Nicolò Savona,ITA,Dif,Juventus,21-316,2003,6,5,382,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,9,2,0,2,1,1
646,Kyriakos Savvidis,GRE,Cen,Slovan Bratislava,29-223,1995,7,6,511,5.7,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,3,16,1,1,5,12,0
647,Liam Scales,IRL,Dif,Celtic,26-174,1998,5,3,289,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,2,13,1,1,2,0,0
648,Kjell Scherpen,NED,Por,Sturm Graz,25-006,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
649,Patrik Schick,CZE,Att,Leverkusen,29-005,1996,5,2,218,2.4,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.4,4,1,6,2,2,1,1
650,Andreas Schjelderup,NOR,Att.Dif,Benfica,20-242,2004,2,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,3,2,0,2,3,1
651,Alexander Schlager,AUT,Por,RB Salzburg,28-363,1996,3,3,245,2.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
652,Nico Schlotterbeck,GER,Dif,Dortmund,25-059,1999,7,7,630,7.0,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,13,50,4,3,4,6,1
653,Kasper Schmeichel,DEN,Por,Celtic,38-085,1986,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
654,Konstantin Schopp,AUT,Dif,Sturm Graz,19-030,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
655,Jerdy Schouten,NED,Cen,PSV Eindhoven,28-017,1997,3,3,270,3.0,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,1,19,2,1,5,5,0
656,Nicolas Seiwald,AUT,Cen.Dif,RB Leipzig,23-270,2001,6,3,342,3.8,0,1,1,0,0,0,0,0,0.0,0.0,1.1,1.1,1,17,1,0,3,1,0
657,Javier Serrano,ESP,Cen,Atlético Madrid,22-013,2003,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0,1,1,0
658,Benjamin Šeško,SVN,Att,RB Leipzig,21-243,2003,7,6,494,5.5,4,0,4,3,1,1,1,0,3.6,2.8,0.1,2.9,6,4,16,8,7,5,1
659,Joaquin Seys,BEL,Dif,Club Brugge,19-307,2005,7,6,497,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,17,0,0,4,1,0
660,Zuberu Sharani,GHA,Dif.Cen,Slovan Bratislava,25-022,2000,4,2,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,2,1,0,5,3,1
661,Danylo Sikan,UKR,Att,Shakhtar,23-288,2001,5,4,219,2.4,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,2,1,3,2,3,2,1
662,André Silva,POR,Att,RB Leipzig,29-084,1995,4,1,86,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,1,0,1,1,0
663,António Silva,POR,Dif,Benfica,21-091,2003,4,3,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,0
664,Bernardo Silva,POR,Cen.Att,Manchester City,30-172,1994,6,6,493,5.5,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.3,22,37,5,1,3,3,1
665,Caio Henrique Oliveira Silva,BRA,Dif,Monaco,27-182,1997,6,4,335,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.0,11,16,1,1,1,1,1
666,Abdallah Sima,SEN,Att,Brest,23-226,2001,6,4,334,3.7,3,0,3,3,0,0,1,0,1.6,1.6,0.4,2.0,9,5,6,3,9,6,1
667,Giuliano Simeone,ARG,Cen.Dif,Atlético Madrid,22-042,2002,6,4,358,4.0,0,1,1,0,0,0,1,0,0.6,0.6,0.3,0.9,12,11,5,2,3,5,2
668,João Simões,POR,Cen,Sporting CP,18-023,2007,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1,0,2,2,0
669,Xavi Simons,NED,Cen,RB Leipzig,21-283,2003,4,4,309,3.4,0,0,0,0,0,0,0,0,0.8,0.8,0.7,1.5,12,20,10,3,0,6,0
670,Jahmai Simpson-Pusey,ENG,Dif,Manchester City,19-086,2005,2,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,8,0,0,0,1,0
671,Wilfried Singo,CIV,Dif,Monaco,24-035,2000,5,5,417,4.6,2,1,3,2,0,0,2,1,0.5,0.5,0.5,1.1,6,18,4,2,7,4,3
672,Michał Skóraś,POL,Cen.Att,Club Brugge,24-349,2000,2,0,66,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,2,6,1,0,2,3,0
673,Łukasz Skorupski,POL,Por,Bologna,33-269,1991,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,3,0
674,Andreas Skov Olsen,DEN,Att.Cen,Club Brugge,25-031,1999,6,5,366,4.1,0,0,0,0,0,0,1,0,1.1,1.1,0.4,1.5,22,16,10,4,2,2,0
675,Gijs Smal,NED,Dif,Feyenoord,27-151,1997,6,3,286,3.2,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,6,11,0,0,1,1,0
676,Rhodri Smith,SUI,Dif,Young Boys,18-142,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
677,Markus Solbakken,NOR,Cen,Sparta Prague,24-188,2000,4,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,1,3,1,0
678,Jhon Solis,COL,Cen,Girona,20-118,2004,4,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0
679,Yann Sommer,SUI,Por,Inter,36-043,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
680,Uroš Spajić,SRB,Dif,Red Star,31-351,1993,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,2,2,0,9,11,0
681,Dario Špikić,CRO,Att.Cen,Dinamo Zagreb,25-313,1999,5,2,186,2.1,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,5,5,3,3,6,0,1
682,Jerry St. Juste,NED,Dif,Sporting CP,28-102,1996,5,2,201,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,10,0,0,2,1,0
683,Calvin Stengs,NED,Cen.Att,Feyenoord,26-042,1998,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0,0,1,0
684,Pascal Stenzel,GER,Dif,Stuttgart,28-315,1996,5,2,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,5,1,0,5,0,0
